year,sex,class,satfin,finalter
2018,male,middle class,pretty well satisfied,better
2018,male,middle class,pretty well satisfied,worse
2018,female,working class,not satisfied at all,stayed same
2018,male,middle class,pretty well satisfied,stayed same
2018,female,working class,not satisfied at all,stayed same
2018,male,middle class,pretty well satisfied,better
2018,female,working class,not satisfied at all,stayed same
2018,female,middle class,pretty well satisfied,better
2018,female,working class,more or less satisfied,stayed same
2018,female,working class,not satisfied at all,better
2018,female,working class,more or less satisfied,stayed same
2018,female,middle class,more or less satisfied,better
2018,female,middle class,pretty well satisfied,better
2018,male,middle class,more or less satisfied,better
2018,female,middle class,pretty well satisfied,stayed same
2018,female,working class,pretty well satisfied,better
2018,female,middle class,pretty well satisfied,better
2018,male,middle class,more or less satisfied,better
2018,male,lower class,more or less satisfied,better
2018,female,middle class,not satisfied at all,stayed same
2018,male,middle class,more or less satisfied,better
2018,female,working class,pretty well satisfied,better
2018,female,middle class,pretty well satisfied,better
2018,female,working class,pretty well satisfied,better
2018,male,working class,more or less satisfied,better
2018,female,working class,more or less satisfied,better
2018,female,middle class,pretty well satisfied,better
2018,male,working class,pretty well satisfied,stayed same
2018,female,middle class,more or less satisfied,worse
2018,male,middle class,more or less satisfied,stayed same
2018,female,middle class,pretty well satisfied,stayed same
2018,female,working class,more or less satisfied,better
2018,female,middle class,not satisfied at all,better
2018,female,middle class,more or less satisfied,better
2018,male,middle class,pretty well satisfied,better
2018,male,middle class,more or less satisfied,stayed same
2018,female,middle class,pretty well satisfied,worse
2018,male,working class,more or less satisfied,stayed same
2018,female,working class,not satisfied at all,worse
2018,male,lower class,not satisfied at all,stayed same
2018,male,middle class,more or less satisfied,stayed same
2018,male,working class,more or less satisfied,stayed same
2018,male,middle class,pretty well satisfied,better
2018,male,working class,not satisfied at all,stayed same
2018,male,working class,pretty well satisfied,better
2018,male,working class,not satisfied at all,stayed same
2018,male,middle class,more or less satisfied,better
2018,male,working class,pretty well satisfied,better
2018,male,working class,pretty well satisfied,stayed same
2018,female,middle class,pretty well satisfied,stayed same
2018,female,working class,more or less satisfied,stayed same
2018,female,middle class,pretty well satisfied,better
2018,female,working class,more or less satisfied,stayed same
2018,female,middle class,pretty well satisfied,better
2018,male,working class,more or less satisfied,better
2018,female,middle class,more or less satisfied,better
2018,female,working class,more or less satisfied,stayed same
2018,female,working class,more or less satisfied,stayed same
2018,male,middle class,not satisfied at all,worse
2018,male,working class,more or less satisfied,better
2018,female,working class,more or less satisfied,worse
2018,female,working class,more or less satisfied,stayed same
2018,female,middle class,pretty well satisfied,better
2018,male,middle class,pretty well satisfied,better
2018,male,middle class,pretty well satisfied,stayed same
2018,male,middle class,more or less satisfied,stayed same
2018,female,middle class,pretty well satisfied,better
2018,female,middle class,more or less satisfied,stayed same
2018,female,lower class,not satisfied at all,worse
2018,male,middle class,pretty well satisfied,stayed same
2018,female,lower class,not satisfied at all,worse
2018,male,middle class,more or less satisfied,stayed same
2018,female,working class,not satisfied at all,worse
2018,male,middle class,pretty well satisfied,stayed same
2018,male,lower class,not satisfied at all,stayed same
2018,male,middle class,more or less satisfied,stayed same
2018,female,working class,not satisfied at all,better
2018,male,middle class,more or less satisfied,stayed same
2018,female,middle class,more or less satisfied,better
2018,male,middle class,pretty well satisfied,stayed same
2018,female,upper class,pretty well satisfied,better
2018,male,middle class,not satisfied at all,better
2018,female,middle class,pretty well satisfied,better
2018,female,working class,more or less satisfied,better
2018,female,working class,more or less satisfied,better
2018,female,lower class,not satisfied at all,worse
2018,female,middle class,more or less satisfied,stayed same
2018,female,working class,pretty well satisfied,better
2018,male,middle class,more or less satisfied,better
2018,female,working class,pretty well satisfied,better
2018,male,middle class,more or less satisfied,worse
2018,female,lower class,not satisfied at all,worse
2018,male,middle class,more or less satisfied,stayed same
2018,female,lower class,not satisfied at all,worse
2018,female,working class,more or less satisfied,stayed same
2018,male,working class,more or less satisfied,stayed same
2018,male,middle class,pretty well satisfied,stayed same
2018,female,working class,more or less satisfied,stayed same
2018,male,working class,more or less satisfied,better
2018,female,working class,not satisfied at all,stayed same
2018,female,working class,pretty well satisfied,stayed same
2018,female,middle class,pretty well satisfied,stayed same
2018,male,working class,more or less satisfied,better
2018,female,middle class,pretty well satisfied,stayed same
2018,female,working class,not satisfied at all,stayed same
2018,female,working class,more or less satisfied,stayed same
2018,female,working class,not satisfied at all,stayed same
2018,female,working class,more or less satisfied,better
2018,male,working class,pretty well satisfied,better
2018,male,working class,pretty well satisfied,better
2018,female,middle class,not satisfied at all,stayed same
2018,female,working class,pretty well satisfied,better
2018,female,working class,more or less satisfied,better
2018,male,working class,pretty well satisfied,better
2018,female,working class,pretty well satisfied,better
2018,male,middle class,pretty well satisfied,stayed same
2018,male,middle class,more or less satisfied,better
2018,male,middle class,more or less satisfied,stayed same
2018,female,middle class,more or less satisfied,stayed same
2018,female,working class,more or less satisfied,stayed same
2018,female,working class,more or less satisfied,stayed same
2018,male,working class,more or less satisfied,stayed same
